,created_at,screen_name,text,lang,retweet_count,reply_count,like_count,quote_count,id,author_id,conversation_id,in_reply_to_user_id,geo,entities
34,2018-06-14T03:09:44.000Z,None,@nofyggdrasil She wasnt even in 2 till like the end and she gpt kidnapped AGAIN. and its not even her fault. The writers just wanted to give sora a reason to save Kairi again ugh,en,0,0,1,0,1007097728315338754,2183200980,1007017397381992448,2341179846,nan,"{'annotations': [{'start': 141, 'end': 144, 'probability': 0.4834, 'type': 'Other', 'normalized_text': 'sora'}, {'start': 163, 'end': 167, 'probability': 0.6398, 'type': 'Other', 'normalized_text': 'Kairi'}]}"
35,2018-06-14T02:51:28.000Z,None,Jobs news: @TheGPTGroup is are the hunt for a Building Performance Engineer https://t.co/6tvCF4UxcV and a Environment &amp; Waste Officer https://t.co/bYM6lD5sE4 to join their team. See links for more details. https://t.co/SBWXs1rSq6,en,0,0,0,0,1007093133853671424,42587436,1007093133853671424,nan,nan,"{'mentions': [{'start': 11, 'end': 23, 'username': 'TheGPTGroup', 'id': '52260887'}], 'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/6tvCF4UxcV', 'expanded_url': 'https://goo.gl/jGhKpJ', 'display_url': 'goo.gl/jGhKpJ'}, {'start': 138, 'end': 161, 'url': 'https://t.co/bYM6lD5sE4', 'expanded_url': 'https://goo.gl/cPLBk2', 'display_url': 'goo.gl/cPLBk2'}, {'start': 210, 'end': 233, 'url': 'https://t.co/SBWXs1rSq6', 'expanded_url': 'https://twitter.com/FifthEstateAU/status/1007093133853671424/photo/1', 'display_url': 'pic.twitter.com/SBWXs1rSq6', 'media_key': '3_1007093060851732480'}]}"
36,2018-06-14T02:30:24.000Z,None,"WINDY Black GPT Sporting Boxe Martial Arts Muay Tai Thai Boxing Kick MMA Groin Protector

https://t.co/3RwU66GNIs https://t.co/OqyohSI2x8",en,0,0,0,0,1007087832958054400,996806151327989760,1007087832958054400,nan,nan,"{'annotations': [{'start': 30, 'end': 41, 'probability': 0.5074, 'type': 'Other', 'normalized_text': 'Martial Arts'}, {'start': 43, 'end': 62, 'probability': 0.6261, 'type': 'Other', 'normalized_text': 'Muay Tai Thai Boxing'}, {'start': 69, 'end': 71, 'probability': 0.6074, 'type': 'Other', 'normalized_text': 'MMA'}], 'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/3RwU66GNIs', 'expanded_url': 'https://nezzisport.com/products/windy-black-gpt-sporting-boxe-martial-arts-muay-thai-boxing-kick-mma-groin-protector?variant=2605865697317', 'display_url': 'nezzisport.com/products/windy…'}, {'start': 114, 'end': 137, 'url': 'https://t.co/OqyohSI2x8', 'expanded_url': 'https://twitter.com/Chardchai9/status/1007087832958054400/photo/1', 'display_url': 'pic.twitter.com/OqyohSI2x8', 'media_key': '3_1007087738175156224'}]}"
37,2018-06-14T02:07:49.000Z,None,@AskPlayStation Hey so when u gpt a chance helping everybody else out would u mind looking into my issue that I was concerned about 3 hrs ago... Still no response. Thx PS,en,0,0,0,0,1007082148174729218,1007028195865059329,1007082148174729218,146540920,nan,"{'mentions': [{'start': 0, 'end': 15, 'username': 'AskPlayStation', 'id': '146540920'}]}"
38,2018-06-14T01:26:15.000Z,None,"""(Z-&gt;)90° - (E-N2W)90°t=1""　《Niv-Mizzet, the Firemind》[GPT]",en,0,0,0,0,1007071689778184193,3263074554,1007071689778184193,nan,nan,"{'annotations': [{'start': 35, 'end': 40, 'probability': 0.2943, 'type': 'Other', 'normalized_text': 'Mizzet'}]}"
39,2018-06-13T23:54:57.000Z,None,"""GPT MALIKA"" Matt :spandek high quality Price :105.000 For order invite pin 24e7463a &amp; Wa 081222252114. https://t.co/WIc3FYicfs",en,0,0,0,0,1007048710641991680,1705333058,1007048710641991680,nan,nan,"{'annotations': [{'start': 5, 'end': 10, 'probability': 0.3051, 'type': 'Other', 'normalized_text': 'MALIKA'}, {'start': 13, 'end': 16, 'probability': 0.3872, 'type': 'Person', 'normalized_text': 'Matt'}], 'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/WIc3FYicfs', 'expanded_url': 'https://twitter.com/vamoshASIA/status/569043027001364480/photo/1', 'display_url': 'pic.twitter.com/WIc3FYicfs', 'media_key': '3_569043021853769728'}]}"
40,2018-06-13T23:32:44.000Z,None,#GPTINFRA: GPT Infraprojects net debt to operating ratio has fallen to 0.6x. (https://t.co/Cic3lLY1YF),en,0,0,0,0,1007043119811002368,785796288176541696,1007043119811002368,nan,nan,"{'hashtags': [{'start': 0, 'end': 9, 'tag': 'GPTINFRA'}], 'annotations': [{'start': 1, 'end': 8, 'probability': 0.6552, 'type': 'Other', 'normalized_text': 'GPTINFRA'}, {'start': 11, 'end': 13, 'probability': 0.5425, 'type': 'Other', 'normalized_text': 'GPT'}], 'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/Cic3lLY1YF', 'expanded_url': 'https://stockflare.com/stock/GPTI.NS', 'display_url': 'stockflare.com/stock/GPTI.NS'}]}"
41,2018-06-13T23:32:42.000Z,None,"#GPTINFRA: GPT Infraprojects has fallen to a 2 star rating. Here is a list of its peers that are 4+ star stocks: NBCC.NS, KECL.NS, NCCL.NS. (https://t.co/Cic3lLY1YF)",en,0,0,0,0,1007043113360162817,785796288176541696,1007043113360162817,nan,nan,"{'hashtags': [{'start': 0, 'end': 9, 'tag': 'GPTINFRA'}], 'annotations': [{'start': 1, 'end': 8, 'probability': 0.5881, 'type': 'Other', 'normalized_text': 'GPTINFRA'}, {'start': 11, 'end': 13, 'probability': 0.5275, 'type': 'Other', 'normalized_text': 'GPT'}, {'start': 113, 'end': 116, 'probability': 0.8172, 'type': 'Organization', 'normalized_text': 'NBCC'}, {'start': 122, 'end': 125, 'probability': 0.3913, 'type': 'Other', 'normalized_text': 'KECL'}, {'start': 131, 'end': 134, 'probability': 0.406, 'type': 'Other', 'normalized_text': 'NCCL'}], 'urls': [{'start': 141, 'end': 164, 'url': 'https://t.co/Cic3lLY1YF', 'expanded_url': 'https://stockflare.com/stock/GPTI.NS', 'display_url': 'stockflare.com/stock/GPTI.NS'}]}"
42,2018-06-13T23:32:42.000Z,None,"#GPTINFRA: GPT Infraprojects has lost a star, now a 2 star stock. (https://t.co/Cic3lLY1YF)",en,0,0,0,0,1007043111791529985,785796288176541696,1007043111791529985,nan,nan,"{'hashtags': [{'start': 0, 'end': 9, 'tag': 'GPTINFRA'}], 'annotations': [{'start': 1, 'end': 8, 'probability': 0.6933, 'type': 'Other', 'normalized_text': 'GPTINFRA'}, {'start': 11, 'end': 27, 'probability': 0.5846, 'type': 'Other', 'normalized_text': 'GPT Infraprojects'}], 'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/Cic3lLY1YF', 'expanded_url': 'https://stockflare.com/stock/GPTI.NS', 'display_url': 'stockflare.com/stock/GPTI.NS'}]}"
43,2018-06-13T22:44:15.000Z,None,It's a GPT and frozen hatch chili Mac and Cheese kinda night. https://t.co/8UtvIJseG2,en,1,2,2,0,1007030920191381505,1405077469,1007030920191381505,nan,nan,"{'annotations': [{'start': 7, 'end': 9, 'probability': 0.4077, 'type': 'Other', 'normalized_text': 'GPT'}], 'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/8UtvIJseG2', 'expanded_url': 'https://twitter.com/DMarieBalch/status/1007030920191381505/photo/1', 'display_url': 'pic.twitter.com/8UtvIJseG2', 'media_key': '3_1007030904370421760'}]}"
44,2018-06-13T22:21:43.000Z,None,Heading to gelvins. He said his boys will teach me to jump off rooftop into water. One question: Do you know a good ortho? Ans..gpt you covered. Will tag his former teammates Eddie McClintock Jerry Williams,en,0,1,1,0,1007025249714622465,567722329,1007025249714622465,nan,nan,"{'annotations': [{'start': 11, 'end': 17, 'probability': 0.4316, 'type': 'Other', 'normalized_text': 'gelvins'}, {'start': 175, 'end': 190, 'probability': 0.9197, 'type': 'Person', 'normalized_text': 'Eddie McClintock'}, {'start': 192, 'end': 205, 'probability': 0.9709, 'type': 'Person', 'normalized_text': 'Jerry Williams'}]}"
45,2018-06-13T22:09:02.000Z,None,@RyanSesselman @jzpr U gpt it,en,0,0,0,0,1007022056783990784,778299627342659584,1005510675286896645,734890086,nan,"{'mentions': [{'start': 0, 'end': 14, 'username': 'RyanSesselman', 'id': '734890086'}, {'start': 15, 'end': 20, 'username': 'jzpr', 'id': '1413164712'}]}"
46,2018-06-13T21:35:10.000Z,None,"@gpt_sankalp Hi! Thanks for getting in touch! For a new postpaid connection please visit your nearest Airtel relationship centre and carry the following documents along with you: Photo Id, Address Proof, one passport size photo &amp; pancard copy/form 60/61. (cont) https://t.co/ihEJJQyMXt",en,0,0,0,0,1007013533714771968,103323813,1006746158520127489,3024225240,nan,"{'annotations': [{'start': 102, 'end': 107, 'probability': 0.5363, 'type': 'Organization', 'normalized_text': 'Airtel'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'gpt_sankalp', 'id': '3024225240'}], 'urls': [{'start': 266, 'end': 289, 'url': 'https://t.co/ihEJJQyMXt', 'expanded_url': 'http://srkl.in/l/6017BITq6l', 'display_url': 'srkl.in/l/6017BITq6l'}]}"
47,2018-06-13T21:00:37.000Z,None,"#Mining Stock #SilverCrestMetals (TSXV: $SIL.V; OTCQX: $SVCMF) Intercepts 1.8 Metres @ 2,350 gpt AgEq in Granaditas Vein; Delineates High-Grade Footprint Averaging 1.5 Metres @ 1,022 gpt AgEq
https://t.co/pBzQBF9Odm https://t.co/JyXcPsVRao",en,0,0,0,0,1007004839388344321,868167144265064448,1007004839388344321,nan,nan,"{'cashtags': [{'start': 40, 'end': 46, 'tag': 'SIL.V'}, {'start': 55, 'end': 61, 'tag': 'SVCMF'}], 'hashtags': [{'start': 0, 'end': 7, 'tag': 'Mining'}, {'start': 14, 'end': 32, 'tag': 'SilverCrestMetals'}], 'annotations': [{'start': 1, 'end': 6, 'probability': 0.4562, 'type': 'Other', 'normalized_text': 'Mining'}, {'start': 41, 'end': 43, 'probability': 0.4895, 'type': 'Other', 'normalized_text': 'SIL'}, {'start': 56, 'end': 60, 'probability': 0.4729, 'type': 'Other', 'normalized_text': 'SVCMF'}], 'urls': [{'start': 192, 'end': 215, 'url': 'https://t.co/pBzQBF9Odm', 'expanded_url': 'http://www.investorideas.com/CO/SILV/news/2018/06121GranaditasVein.asp', 'display_url': 'investorideas.com/CO/SILV/news/2…'}, {'start': 216, 'end': 239, 'url': 'https://t.co/JyXcPsVRao', 'expanded_url': 'https://twitter.com/MiningStockIdea/status/1007004839388344321/photo/1', 'display_url': 'pic.twitter.com/JyXcPsVRao', 'media_key': '3_1007004837987250176'}]}"
48,2018-06-13T20:40:15.000Z,None,"So, I looked at every Smash Bros stage and counted if they're legal with hazards off. I counted 28 give or take a few depend on what is removed with hazard switch like Brinstar or the new GPT

Either way, Tournament sets are but to have a LOT of stage bannng

#SmashBrosUltimate",en,0,0,1,0,1006999712556371968,859365687747379201,1006999712556371968,nan,nan,"{'hashtags': [{'start': 260, 'end': 278, 'tag': 'SmashBrosUltimate'}], 'annotations': [{'start': 22, 'end': 31, 'probability': 0.9186, 'type': 'Other', 'normalized_text': 'Smash Bros'}, {'start': 168, 'end': 175, 'probability': 0.5742, 'type': 'Other', 'normalized_text': 'Brinstar'}, {'start': 188, 'end': 190, 'probability': 0.5976, 'type': 'Other', 'normalized_text': 'GPT'}, {'start': 261, 'end': 277, 'probability': 0.7886, 'type': 'Other', 'normalized_text': 'SmashBrosUltimate'}]}"
49,2018-06-13T20:20:25.000Z,None,"GPT says setting low limit on home-growing plants is a reasonable way to permit adults to cultivate, says provinces have the flexibility to tailor to local circumstances. #C45",en,0,1,0,0,1006994722060161024,204305619,1006991756443967489,204305619,nan,"{'hashtags': [{'start': 171, 'end': 175, 'tag': 'C45'}], 'annotations': [{'start': 0, 'end': 2, 'probability': 0.4358, 'type': 'Organization', 'normalized_text': 'GPT'}, {'start': 172, 'end': 174, 'probability': 0.731, 'type': 'Other', 'normalized_text': 'C45'}]}"
50,2018-06-13T20:19:16.000Z,None,"Health Minister GPT cites one of the amendments the gov't will be supporting, says it will keep keep criminals out of system, and that it no doubt improves the legislation #C45",en,0,1,0,0,1006994432745525248,204305619,1006991756443967489,204305619,nan,"{'hashtags': [{'start': 172, 'end': 176, 'tag': 'C45'}], 'annotations': [{'start': 16, 'end': 18, 'probability': 0.4062, 'type': 'Organization', 'normalized_text': 'GPT'}, {'start': 173, 'end': 175, 'probability': 0.5683, 'type': 'Other', 'normalized_text': 'C45'}]}"
51,2018-06-13T20:09:36.000Z,None,"@rexthetvterrier You not only have the swagger, you've gpt the soundtrack for swagger and you've got the suit. 
Rex, you are just too cool!",en,0,1,1,0,1006992001726930946,1161889734,1006928222414692353,2384269582,nan,"{'annotations': [{'start': 78, 'end': 84, 'probability': 0.7655, 'type': 'Other', 'normalized_text': 'swagger'}, {'start': 112, 'end': 114, 'probability': 0.659, 'type': 'Other', 'normalized_text': 'Rex'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'rexthetvterrier', 'id': '2384269582'}]}"
52,2018-06-13T19:57:12.000Z,None,"#VIEWS from our new Charleston, WV clinic. Come to the new GPT clinic and enjoy the view while working to improve your health. 😍🌇

Our new clinic is conveniently located right off interstate 64 with plenty of FREE parking! 🚙

Call us today for more info at
📲 (304) 513-3000! https://t.co/K3SxjSamRt",en,1,0,3,0,1006988879793213441,606385809,1006988879793213441,nan,nan,"{'hashtags': [{'start': 0, 'end': 6, 'tag': 'VIEWS'}], 'annotations': [{'start': 20, 'end': 29, 'probability': 0.7458, 'type': 'Place', 'normalized_text': 'Charleston'}, {'start': 32, 'end': 33, 'probability': 0.5107, 'type': 'Other', 'normalized_text': 'WV'}], 'urls': [{'start': 275, 'end': 298, 'url': 'https://t.co/K3SxjSamRt', 'expanded_url': 'https://twitter.com/GenerationsPT/status/1006988879793213441/video/1', 'display_url': 'pic.twitter.com/K3SxjSamRt', 'media_key': '7_1006988828878331904'}]}"
53,2018-06-13T19:50:05.000Z,None,"#Mining Stock News: #SilverCrestMetals (TSXV: $SIL.V; OTCQX: $SVCMF) Intercepts 1.8 Metres @ 2,350 gpt AgEq in Granaditas Vein; Delineates High-Grade Footprint Averaging 1.5 Metres @ 1,022 gpt AgEq
https://t.co/pBzQBF9Odm https://t.co/mVbiqboSP5",en,0,0,0,0,1006987088376619008,868167144265064448,1006987088376619008,nan,nan,"{'cashtags': [{'start': 46, 'end': 52, 'tag': 'SIL.V'}, {'start': 61, 'end': 67, 'tag': 'SVCMF'}], 'hashtags': [{'start': 0, 'end': 7, 'tag': 'Mining'}, {'start': 20, 'end': 38, 'tag': 'SilverCrestMetals'}], 'annotations': [{'start': 1, 'end': 6, 'probability': 0.5158, 'type': 'Other', 'normalized_text': 'Mining'}, {'start': 47, 'end': 49, 'probability': 0.4693, 'type': 'Other', 'normalized_text': 'SIL'}, {'start': 62, 'end': 66, 'probability': 0.4488, 'type': 'Other', 'normalized_text': 'SVCMF'}], 'urls': [{'start': 198, 'end': 221, 'url': 'https://t.co/pBzQBF9Odm', 'expanded_url': 'http://www.investorideas.com/CO/SILV/news/2018/06121GranaditasVein.asp', 'display_url': 'investorideas.com/CO/SILV/news/2…'}, {'start': 222, 'end': 245, 'url': 'https://t.co/mVbiqboSP5', 'expanded_url': 'https://twitter.com/MiningStockIdea/status/1006987088376619008/photo/1', 'display_url': 'pic.twitter.com/mVbiqboSP5', 'media_key': '3_1006987086099025921'}]}"
54,2018-06-13T19:20:06.000Z,None,"#SilverCrestMetals (TSXV: $SIL.V; OTCQX: $SVCMF) Intercepts 1.8 Metres @ 2,350 gpt AgEq in Granaditas Vein; Delineates High-Grade Footprint Averaging 1.5 Metres @ 1,022 gpt AgEq
https://t.co/pBzQBF9Odm https://t.co/ViVKg9tJYP",en,0,0,0,0,1006979544052531200,868167144265064448,1006979544052531200,nan,nan,"{'cashtags': [{'start': 26, 'end': 32, 'tag': 'SIL.V'}, {'start': 41, 'end': 47, 'tag': 'SVCMF'}], 'hashtags': [{'start': 0, 'end': 18, 'tag': 'SilverCrestMetals'}], 'annotations': [{'start': 27, 'end': 29, 'probability': 0.4121, 'type': 'Other', 'normalized_text': 'SIL'}, {'start': 42, 'end': 46, 'probability': 0.4273, 'type': 'Other', 'normalized_text': 'SVCMF'}], 'urls': [{'start': 178, 'end': 201, 'url': 'https://t.co/pBzQBF9Odm', 'expanded_url': 'http://www.investorideas.com/CO/SILV/news/2018/06121GranaditasVein.asp', 'display_url': 'investorideas.com/CO/SILV/news/2…'}, {'start': 202, 'end': 225, 'url': 'https://t.co/ViVKg9tJYP', 'expanded_url': 'https://twitter.com/MiningStockIdea/status/1006979544052531200/photo/1', 'display_url': 'pic.twitter.com/ViVKg9tJYP', 'media_key': '3_1006979541963853824'}]}"
55,2018-06-13T18:42:40.000Z,None,"#VIEWS from our new Charleston, WV clinic. 😍

Come to the new GPT clinic and enjoy the view while working to improve your health. 🌇

Our new clinic is conveniently located right off interstate 64 with plenty of... https://t.co/vA9W0jVCyl",en,0,0,0,0,1006970121292795904,606385809,1006970121292795904,nan,nan,"{'hashtags': [{'start': 0, 'end': 6, 'tag': 'VIEWS'}], 'annotations': [{'start': 20, 'end': 29, 'probability': 0.71, 'type': 'Place', 'normalized_text': 'Charleston'}, {'start': 32, 'end': 33, 'probability': 0.5031, 'type': 'Other', 'normalized_text': 'WV'}, {'start': 62, 'end': 64, 'probability': 0.352, 'type': 'Other', 'normalized_text': 'GPT'}], 'urls': [{'start': 214, 'end': 237, 'url': 'https://t.co/vA9W0jVCyl', 'expanded_url': 'https://www.facebook.com/GenerationsPT/videos/1805063412883053/', 'display_url': 'facebook.com/GenerationsPT/…'}]}"
